1H16_A/PFL1,1R9E_A/PFL2_DhaB_BssA,1HK8_A/RNR_III,1L1L_A/RNR_II_MONOMER,4R1R_A/RNR_1,1XJE_A/RNR_II_Dimer,2HA9_A/RNR_PFL_like_DUF711,20808264/RNR_III,38199336/RNR_III,29897259/RNR_III,46578715/RNR_III,34395948/RNR_III,16799382/RNR_III,17549184/RNR_III,50843575/RNR_III,15597116/RNR_III,42526839/RNR_III,34103723/RNR_III,45047350/RNR_III,31745026/RNR_III,18309899/RNR_III,23466296/RNR_III,19703656/RNR_III,18311489/RNR_III,15679535/RNR_III,25028919/RNR_III,19913820/RNR_III,19887396/RNR_III,14589982/RNR_III,41615134/RNR_III,26553948/RNR_III,32034522/RNR_III,56459299/RNR_III,15643151/RNR_III,122202257/RNR_II_MONOMER,46445745/RNR_II_MONOMER,182676582/RNR_II_MONOMER,66801255/RNR_II_MONOMER,22298870/RNR_II_MONOMER,2F3O_A/PFL2_DhaB_BssA,28379125/PFL2_DhaB_BssA,418519/PFL2_DhaB_BssA,3024375/PFL2_DhaB_BssA,22536514/PFL2_DhaB_BssA,28203085/PFL2_DhaB_BssA,23954275/PFL2_DhaB_BssA,28211126/PFL2_DhaB_BssA,26250357/PFL2_DhaB_BssA,57158548/PFL2_DhaB_BssA,51244468/PFL2_DhaB_BssA,39984089/PFL2_DhaB_BssA,46580677/PFL2_DhaB_BssA,28300939/PFL2_DhaB_BssA,50877916/PFL2_DhaB_BssA,56476471/PFL2_DhaB_BssA,51850061/PFL2_DhaB_BssA,2500058/PFL1,3122593/PFL1,4218500/PFL1,6580769/PFL1,22298533/PFL1,28379671/PFL1,29350146/PFL1,29376172/PFL1,23465524/PFL1,16801097/PFL1,47525779/PFL1,19713713/PFL1,1PEQ_A/RNR_1,4R1R_C/RNR_1,2WGH_A/RNR_1,1ZYZ_A/RNR_1,417657/RNR_1,1350599/RNR_1,1350600/RNR_1,1710384/RNR_1,1710391/RNR_1,3914639/RNR_1,3914655/RNR_1,3914656/RNR_1,6093975/RNR_1,6225952/RNR_1,7388069/RNR_1,10957414/RNR_1,12644286/RNR_1,13882932/RNR_1,15290502/RNR_1,15604373/RNR_1,15674554/RNR_1,15677158/RNR_1,15791174/RNR_1,18266787/RNR_1,18311343/RNR_1,19074701/RNR_1,19703450/RNR_1,21223594/RNR_1,21910585/RNR_1,23100544/RNR_1,28198392/RNR_1,28493650/RNR_1,29654844/RNR_1,30019504/RNR_1,30316299/RNR_1,30793895/RNR_1,33236863/RNR_1,33598410/RNR_1,39938540/RNR_1,46100377/RNR_1,46255233/RNR_1,46446982/RNR_1,49256098/RNR_1,51891460/RNR_1,52000447/RNR_1,53728875/RNR_1,56707667/RNR_1,57014144/RNR_1,66810005/RNR_1,71895081/RNR_1,72163400/RNR_1,2648891/RNR_II_Dimer,57234895/RNR_II_Dimer,16082440/RNR_II_Dimer,51893898/RNR_II_Dimer,2621734/RNR_II_Dimer,15897814/RNR_II_Dimer,20090518/RNR_II_Dimer,42557734/RNR_II_Dimer,51246679/RNR_II_Dimer,15839968/RNR_II_Dimer,34102757/RNR_II_Dimer,20808702/RNR_II_Dimer,14590272/RNR_II_Dimer,42522732/RNR_II_Dimer,74055571/RNR_II_Dimer,81568276/RNR_II_Dimer,53803344/RNR_II_Dimer,15790595/RNR_II_Dimer,18313863/RNR_II_Dimer,21673413/RNR_II_Dimer,81737311/RNR_II_Dimer,21224150/RNR_II_Dimer,10175431/RNR_II_Dimer,32477697/RNR_II_Dimer,73748165/RNR_II_Dimer,47458851/RNR_II_Dimer,28210310/RNR_II_Dimer,17544914/RNR_II_Dimer,34397173/RNR_II_Dimer,53723300/RNR_II_Dimer,157165627/RNR_PFL_like_DUF712,18310479/RNR_PFL_like_DUF713,253581564/RNR_PFL_like_DUF714,150385022/RNR_PFL_like_DUF715,53728820/RNR_PFL_like_DUF716,254669585/RNR_PFL_like_DUF717,20090543/RNR_PFL_like_DUF718,23396954/RNR_PFL_like_DUF719,20094650/RNR_PFL_like_DUF720,154501151/RNR_PFL_like_DUF721,237732939/RNR_PFL_like_DUF722,15669861/RNR_PFL_like_DUF723,170290665/RNR_PFL_like_DUF724,18314171/RNR_PFL_like_DUF725,146303128/RNR_PFL_like_DUF726,15920428/RNR_PFL_like_DUF727,229536413/RNR_PFL_like_DUF728
1110,1160,1150,1060,5.54,947,1200,1150,1140,1130,1140,1100,1110,1180,1140,1150,1170,1130,1130,1160,1070,1140,1150,1090,1120,1130,1130,1120,1170,1180,1180,1190,1170,1210,1090,1110,1060,1100,1150,1120,1150,1130,1150,1140,1150,1180,1200,1180,1120,1130,1080,1200,1130,1180,1180,1200,1110,1100,1110,1090,1100,1100,1110,1090,1110,1110,1090,1090,896,0,904,943,905,899,916,913,923,889,850,918,878,803,919,939,896,883,859,882,891,145,901,912,850,915,772,881,951,856,863,849,936,891,897,908,893,927,885,907,907,920,915,816,912,883,880,909,928,909,926,899,937,944,908,936,941,909,919,955,912,941,918,980,996,935,1020,928,963,964,993,1010,957,934,1030,954,931,992,972,962,1050,1200,1190,1200,1170,1180,1170,1180,1190,1180,1170,1220,1180,1180,1200,1160,1170,1180
1170,1210,1140,1040,904,888,1220,1160,1150,1150,1160,1150,1150,1180,1170,1170,1160,1140,1170,1200,1160,1180,1140,1160,1140,1110,1120,1120,1160,1160,1200,1190,1160,1180,1110,1130,1110,1100,1140,1110,1210,1170,1210,1180,1200,1170,1200,1190,1170,1160,1120,1220,1160,1190,1210,1220,1170,1180,1170,1160,1160,1140,1160,1180,1180,1180,1180,1190,816,904,0,225,168,808,208,848,192,242,758,41.5,713,695,657,783,153,794,695,768,833,909,655,238,749,364,790,622,861,687,709,750,601,820,175,215,643,648,870,198,801,260,36.5,678,222,827,749,847,238,13.5,640,866,863,853,799,840,828,822,886,859,837,843,822,909,929,825,939,855,886,867,957,984,919,896,935,904,923,960,887,903,933,1220,1210,1180,1200,1200,1200,1180,1190,1200,1200,1180,1190,1210,1220,1180,1200,1180
1170,1220,1130,1030,943,910,1240,1140,1140,1140,1150,1100,1120,1160,1140,1150,1150,1100,1140,1180,1140,1130,1120,1130,1130,1090,1110,1120,1160,1170,1200,1200,1190,1200,1140,1120,1120,1130,1160,1140,1220,1200,1220,1210,1230,1180,1210,1220,1170,1160,1150,1240,1160,1210,1240,1230,1170,1190,1180,1160,1160,1150,1160,1190,1200,1200,1170,1170,857,943,225,0,247,839,160,851,243,236,789,225,727,720,670,814,289,835,724,767,863,948,691,255,770,359,808,633,863,724,746,776,655,852,179,265,659,663,890,164,819,270,232,716,231,842,770,869,261,226,677,889,902,876,846,880,861,839,896,877,869,871,848,948,937,857,953,894,891,901,977,984,937,937,954,946,970,984,934,944,968,1230,1240,1190,1210,1210,1210,1200,1200,1200,1220,1200,1200,1220,1240,1190,1200,1190
1180,1220,1140,1040,905,858,1230,1170,1140,1150,1170,1130,1150,1170,1160,1150,1180,1120,1170,1200,1150,1150,1140,1150,1170,1100,1140,1130,1160,1170,1200,1180,1170,1180,1130,1130,1100,1120,1150,1140,1210,1200,1210,1210,1220,1170,1210,1240,1200,1180,1130,1230,1170,1210,1240,1240,1190,1160,1180,1160,1170,1150,1160,1210,1170,1160,1180,1190,822,905,168,247,0,811,235,823,216,252,751,189,710,688,631,794,232,793,695,774,842,914,648,245,752,360,784,632,853,697,716,727,601,819,228,248,636,613,852,235,808,286,174,680,264,839,747,843,285,164,634,877,861,846,797,860,847,823,856,861,851,837,826,888,908,850,933,845,889,857,949,961,922,909,922,931,917,951,900,921,925,1220,1220,1180,1200,1200,1210,1200,1190,1200,1210,1180,1200,1230,1230,1180,1210,1190
1140,1180,1090,1050,899,861,1210,1130,1140,1160,1130,1130,1140,1130,1150,1100,1150,1110,1130,1180,1130,1150,1110,1130,1130,1110,1080,1160,1150,1160,1200,1160,1160,1190,1090,1140,1060,1090,1130,1080,1190,1150,1180,1190,1140,1120,1160,1180,1150,1120,1110,1170,1160,1150,1190,1180,1140,1140,1120,1140,1140,1140,1120,1130,1130,1140,1130,1140,348,899,808,839,811,0,842,538,814,838,751,828,821,731,794,606,828,323,834,819,236,886,757,810,834,856,808,810,555,810,828,812,789,520,827,821,751,791,604,846,827,791,815,810,802,873,827,522,832,811,765,820,845,878,854,847,852,816,865,870,843,876,879,895,930,897,926,887,912,881,936,947,901,904,927,882,888,934,927,939,963,1210,1200,1210,1170,1190,1200,1180,1180,1180,1180,1190,1190,1190,1200,1180,1190,1200
1170,1210,1130,1000,916,894,1230,1150,1170,1140,1160,1090,1110,1190,1140,1180,1150,1100,1180,1180,1140,1120,1120,1100,1150,1080,1130,1130,1160,1170,1190,1180,1170,1160,1120,1130,1080,1100,1150,1110,1210,1190,1210,1210,1220,1180,1220,1210,1170,1170,1140,1230,1140,1210,1230,1230,1180,1190,1190,1150,1160,1160,1160,1200,1200,1180,1180,1170,843,916,208,160,235,842,0,840,229,230,790,207,719,721,686,808,239,825,708,783,847,926,677,233,766,360,809,601,865,731,729,778,633,839,143,219,638,638,865,118,806,257,204,705,216,827,776,861,246,207,635,880,874,869,830,882,833,821,874,869,852,852,836,905,942,860,947,898,889,889,966,991,942,906,948,928,940,975,926,928,960,1230,1240,1190,1210,1220,1220,1200,1210,1200,1220,1200,1200,1220,1220,1190,1210,1200
1170,1190,1070,1050,913,859,1210,1090,1110,1160,1110,1070,1080,1110,1160,1100,1120,1060,1100,1150,1120,1100,1120,1100,1100,1100,1100,1130,1160,1190,1150,1170,1150,1150,1090,1130,997,1050,1150,1130,1230,1180,1190,1230,1180,1170,1180,1200,1160,1140,1130,1190,1170,1180,1230,1220,1180,1150,1150,1170,1190,1190,1170,1170,1180,1170,1170,1210,521,913,848,851,823,538,840,0,834,851,790,853,808,747,843,581,830,520,820,848,566,913,832,862,818,832,790,831,521,811,815,823,803,379,862,870,785,843,486,842,837,845,843,797,835,859,876,436,882,849,790,872,855,867,884,828,892,846,828,879,871,888,898,876,907,905,958,918,905,876,946,942,896,964,952,883,927,916,944,929,988,1200,1170,1170,1170,1180,1180,1170,1180,1190,1170,1170,1190,1210,1220,1200,1220,1230
1180,1200,1140,1050,923,880,1240,1150,1150,1130,1140,1120,1140,1160,1150,1150,1150,1110,1180,1190,1140,1150,1130,1130,1170,1100,1130,1120,1150,1160,1200,1200,1170,1190,1120,1130,1090,1100,1160,1120,1220,1180,1200,1200,1200,1190,1220,1210,1150,1170,1110,1220,1170,1200,1240,1240,1190,1180,1190,1170,1170,1160,1170,1200,1180,1200,1180,1190,826,923,192,243,216,814,229,834,0,251,761,206,716,685,646,792,253,799,704,750,821,928,668,204,766,357,792,616,836,718,735,740,640,799,244,215,643,657,860,233,805,218,188,694,211,787,734,839,235,195,635,884,895,863,824,874,864,834,883,876,863,863,858,914,924,850,943,881,901,873,944,983,930,915,947,915,934,958,922,933,960,1230,1230,1190,1210,1220,1220,1200,1200,1210,1210,1200,1210,1240,1250,1190,1220,1210
1190,1210,1140,1040,889,903,1220,1150,1150,1150,1160,1120,1120,1200,1150,1170,1150,1110,1160,1210,1120,1140,1140,1130,1150,1090,1120,1120,1150,1150,1220,1200,1190,1190,1130,1140,1100,1120,1150,1140,1210,1200,1220,1190,1210,1210,1220,1220,1170,1170,1140,1240,1160,1220,1250,1240,1190,1200,1190,1170,1190,1170,1170,1210,1190,1190,1200,1200,823,889,242,236,252,838,230,851,251,0,791,248,694,708,673,804,276,812,679,745,827,904,711,275,741,345,789,615,851,696,715,785,668,829,262,231,691,692,842,246,807,252,248,682,214,845,773,861,236,241,692,892,905,874,850,885,863,839,892,898,868,849,842,908,960,853,951,863,908,868,977,1000,958,895,969,952,930,973,898,918,944,1210,1220,1180,1200,1200,1200,1190,1190,1200,1200,1180,1200,1220,1240,1180,1210,1210
1190,1250,1180,1030,850,871,1210,1150,1100,1150,1100,1120,1160,1120,1140,1140,1140,1150,1140,1170,1130,1140,1130,1150,1140,1130,1110,1120,1150,1170,1200,1170,1170,1160,1060,1110,1060,1090,1120,1160,1200,1190,1200,1180,1230,1190,1210,1220,1190,1170,1150,1190,1190,1220,1230,1230,1190,1190,1170,1170,1170,1170,1200,1160,1190,1180,1180,1180,763,850,758,789,751,751,790,790,761,791,0,762,639,674,638,768,781,746,635,836,771,817,751,750,667,797,407,775,780,657,683,791,728,744,768,773,734,738,838,807,820,773,762,629,791,882,804,789,807,769,723,833,840,852,811,833,859,789,873,876,814,853,846,883,902,899,938,880,932,842,894,948,915,910,959,902,904,929,914,936,929,1200,1200,1190,1180,1200,1200,1200,1220,1200,1170,1180,1200,1220,1240,1190,1190,1210
1180,1210,1160,1040,918,905,1240,1170,1160,1160,1180,1150,1160,1180,1180,1170,1160,1150,1190,1210,1170,1180,1140,1160,1160,1140,1130,1140,1170,1170,1210,1190,1180,1190,1120,1140,1110,1120,1150,1130,1220,1180,1210,1190,1210,1180,1200,1190,1180,1180,1150,1220,1180,1190,1220,1230,1180,1190,1180,1170,1170,1150,1170,1190,1190,1180,1190,1190,834,918,41.5,225,189,828,207,853,206,248,762,0,725,697,668,797,170,815,708,785,845,917,670,258,765,363,794,613,876,695,726,762,614,841,195,229,648,660,872,188,810,291,43.5,696,226,841,748,855,245,45.5,653,885,876,872,813,854,841,835,893,866,844,843,831,910,929,845,941,870,905,877,967,983,920,904,939,914,930,962,898,914,947,1230,1230,1190,1210,1220,1220,1200,1200,1210,1220,1200,1200,1230,1240,1200,1210,1200
1170,1250,1150,1040,878,865,1190,1160,1120,1170,1130,1120,1190,1140,1190,1140,1130,1120,1150,1190,1130,1150,1140,1160,1100,1120,1090,1110,1170,1190,1200,1170,1170,1150,1100,1140,1060,1090,1130,1170,1240,1220,1210,1240,1260,1200,1240,1240,1190,1160,1150,1200,1180,1220,1230,1220,1160,1170,1160,1160,1160,1150,1160,1160,1170,1180,1180,1150,823,878,713,727,710,821,719,808,716,694,639,725,0,517,597,811,722,819,209,771,826,874,682,699,279,731,646,711,837,482,506,733,639,783,713,728,642,675,831,728,755,730,724,385,739,811,757,798,752,716,624,830,843,865,804,831,867,814,875,883,785,849,834,927,921,888,945,859,896,865,910,971,915,884,920,873,886,981,911,911,988,1180,1170,1180,1160,1190,1180,1170,1170,1180,1160,1180,1170,1190,1210,1200,1190,1200
1170,1210,1140,1040,803,845,1200,1120,1110,1150,1130,1160,1170,1100,1180,1100,1120,1140,1140,1170,1090,1190,1150,1140,1110,1100,1070,1140,1120,1130,1210,1170,1160,1150,1090,1120,1050,1110,1140,1120,1230,1210,1220,1210,1190,1190,1210,1200,1130,1130,1130,1200,1200,1170,1240,1230,1170,1160,1150,1170,1190,1160,1170,1160,1180,1190,1170,1180,748,803,695,720,688,731,721,747,685,708,674,697,517,0,588,794,689,740,506,706,726,782,626,659,513,722,683,740,809,577,605,750,632,733,718,694,605,618,798,731,755,684,688,442,713,777,705,735,729,694,590,821,778,801,768,781,811,797,862,860,809,844,798,865,836,834,908,896,888,826,880,927,877,862,929,826,895,924,878,883,961,1190,1170,1160,1170,1180,1180,1170,1200,1190,1170,1170,1170,1200,1220,1200,1190,1210
1210,1240,1160,1040,919,810,1170,1140,1120,1170,1150,1150,1200,1130,1180,1120,1130,1150,1140,1170,1120,1180,1140,1170,1140,1130,1090,1120,1130,1160,1200,1210,1190,1180,1050,1130,1070,1080,1150,1140,1240,1190,1210,1220,1220,1210,1230,1240,1190,1190,1170,1210,1200,1220,1220,1220,1200,1190,1200,1200,1210,1200,1220,1220,1220,1190,1200,1220,802,919,657,670,631,794,686,843,646,673,638,668,597,588,0,778,667,811,600,722,803,912,513,632,629,693,670,675,838,611,619,654,533,811,670,682,552,537,871,691,793,659,673,553,678,802,694,827,678,658,515,850,818,823,811,798,798,795,850,895,836,862,810,888,863,837,897,880,849,833,894,925,913,879,944,907,913,931,893,872,906,1170,1180,1150,1170,1190,1180,1170,1190,1170,1160,1160,1170,1200,1180,1160,1160,1210
1170,1200,1130,1010,939,881,1200,1160,1160,1160,1170,1090,1130,1150,1170,1140,1160,1100,1170,1170,1170,1120,1150,1150,1170,1120,1110,1170,1180,1200,1170,1180,1180,1200,1060,1140,1040,1070,1120,1130,1230,1190,1230,1220,1180,1170,1180,1200,1190,1150,1150,1230,1180,1200,1220,1220,1190,1200,1160,1160,1190,1180,1190,1180,1190,1200,1170,1190,612,939,783,814,794,606,808,581,792,804,768,797,811,794,778,0,824,613,821,792,628,927,777,822,815,831,836,808,628,767,786,824,803,634,829,786,763,814,587,826,858,776,788,796,795,887,846,614,845,791,801,872,877,880,917,847,851,844,870,909,840,867,902,909,994,899,967,893,910,900,968,999,957,899,974,897,920,952,935,964,961,1190,1160,1160,1160,1180,1180,1160,1170,1150,1180,1160,1160,1150,1160,1140,1160,1180
1180,1220,1150,1030,896,883,1210,1150,1160,1130,1150,1130,1140,1190,1150,1180,1150,1150,1160,1160,1150,1160,1130,1130,1140,1090,1130,1120,1150,1160,1190,1170,1150,1170,1120,1130,1070,1100,1140,1120,1230,1190,1220,1210,1220,1180,1210,1210,1180,1160,1150,1210,1160,1200,1240,1250,1170,1170,1180,1170,1180,1160,1170,1190,1200,1180,1190,1190,843,896,153,289,232,828,239,830,253,276,781,170,722,689,667,824,0,816,697,771,848,904,659,289,751,352,787,668,866,713,721,753,628,830,228,252,652,657,851,232,812,278,179,701,229,831,770,853,269,154,643,854,862,861,825,837,866,833,865,864,861,852,819,893,928,847,940,877,900,874,953,967,929,889,944,906,905,961,904,906,940,1210,1190,1190,1190,1190,1200,1180,1180,1190,1180,1180,1190,1200,1210,1170,1180,1180
1150,1200,1100,1040,883,881,1220,1150,1160,1170,1140,1130,1130,1170,1170,1140,1160,1120,1150,1220,1130,1150,1120,1140,1150,1120,1100,1170,1180,1200,1200,1200,1160,1200,1080,1110,1050,1090,1110,1100,1210,1180,1200,1210,1140,1140,1170,1190,1190,1140,1130,1220,1180,1200,1220,1210,1190,1180,1160,1140,1170,1170,1160,1170,1160,1170,1170,1170,139,883,794,835,793,323,825,520,799,812,746,815,819,740,811,613,816,0,827,831,393,867,752,809,824,831,767,815,467,812,816,832,785,520,820,816,753,795,638,849,830,776,807,789,804,885,830,495,829,797,773,848,873,893,859,826,854,809,892,894,849,900,880,885,934,932,945,920,905,865,977,985,911,921,929,883,932,947,942,948,973,1220,1200,1210,1190,1200,1200,1200,1200,1200,1200,1200,1210,1210,1230,1200,1210,1240
1170,1240,1150,1050,859,862,1210,1130,1100,1180,1110,1130,1160,1130,1190,1130,1120,1130,1140,1180,1120,1170,1180,1150,1080,1110,1060,1090,1160,1150,1180,1160,1170,1130,1130,1130,1110,1130,1130,1180,1240,1220,1200,1240,1240,1240,1260,1250,1180,1150,1150,1190,1170,1220,1210,1210,1170,1160,1180,1150,1160,1130,1170,1170,1160,1170,1180,1160,828,859,695,724,695,834,708,820,704,679,635,708,209,506,600,821,697,827,0,747,805,843,669,672,315,727,656,739,831,496,509,731,630,806,698,703,632,650,844,713,741,728,704,397,740,805,746,812,759,692,611,814,848,853,829,844,865,817,857,899,818,860,834,883,923,882,956,880,901,868,917,984,937,883,937,889,902,993,915,907,995,1200,1190,1200,1170,1190,1190,1190,1180,1210,1170,1180,1190,1210,1220,1200,1200,1200
1210,1190,1170,1050,882,898,1230,1170,1160,1170,1180,1170,1180,1200,1200,1180,1180,1170,1150,1210,1170,1190,1180,1180,1140,1110,1130,1150,1160,1200,1200,1220,1220,1230,1010,1090,1080,1030,1100,1120,1200,1180,1230,1190,1190,1170,1200,1180,1130,1170,1110,1190,1210,1170,1260,1260,1210,1210,1210,1230,1220,1200,1200,1200,1230,1210,1230,1220,826,882,768,767,774,819,783,848,750,745,836,785,771,706,722,792,771,831,747,0,831,882,699,756,784,782,855,750,860,760,761,817,710,816,793,755,710,697,865,794,657,737,774,755,773,706,521,822,791,780,706,829,856,844,831,861,859,886,915,872,891,856,859,925,900,869,907,885,910,925,932,937,938,909,953,888,925,956,900,894,944,1230,1220,1200,1200,1200,1210,1190,1190,1200,1190,1190,1200,1220,1210,1200,1190,1220
1120,1180,1110,1060,891,871,1220,1120,1140,1170,1140,1110,1120,1130,1160,1110,1130,1100,1150,1210,1120,1130,1130,1160,1140,1100,1100,1170,1160,1170,1170,1190,1190,1210,1110,1130,1070,1130,1130,1100,1180,1140,1180,1180,1120,1140,1160,1180,1170,1110,1120,1190,1160,1130,1190,1170,1140,1160,1130,1110,1150,1130,1140,1150,1150,1140,1130,1150,411,891,833,863,842,236,847,566,821,827,771,845,826,726,803,628,848,393,805,831,0,886,750,826,798,833,778,803,549,781,802,817,772,550,834,841,734,775,602,849,855,810,834,797,826,906,825,534,873,829,731,840,859,874,870,849,880,825,862,872,849,857,878,914,928,903,951,888,923,912,957,955,920,877,931,873,887,924,934,935,968,1220,1210,1220,1170,1200,1200,1190,1200,1200,1190,1210,1200,1190,1210,1190,1210,1220
1140,1170,1160,1070,145,975,1200,1160,1150,1150,1150,1120,1140,1180,1150,1160,1180,1150,1150,1170,1100,1170,1160,1130,1150,1110,1130,1120,1190,1200,1200,1190,1210,1210,1090,1100,1070,1080,1150,1140,1160,1130,1150,1140,1150,1170,1180,1190,1110,1120,1060,1180,1140,1180,1180,1200,1120,1100,1110,1100,1120,1100,1130,1100,1120,1110,1110,1110,876,145,909,948,914,886,926,913,928,904,817,917,874,782,912,927,904,867,843,882,886,0,903,929,830,914,763,880,951,841,864,851,940,888,903,921,902,937,906,911,896,921,921,821,916,900,890,902,933,916,944,907,935,967,912,928,946,920,942,960,917,957,919,976,989,953,1010,962,969,963,1000,1030,960,965,1020,959,957,1010,978,972,1050,1200,1200,1200,1180,1180,1180,1180,1200,1180,1180,1220,1180,1190,1200,1170,1180,1190
1170,1220,1140,1030,901,753,1220,1150,1130,1170,1160,1120,1160,1150,1200,1100,1160,1120,1150,1220,1140,1150,1140,1160,1140,1100,1100,1150,1180,1200,1190,1210,1220,1170,1040,1110,1030,1060,1120,1130,1210,1180,1220,1220,1220,1170,1210,1220,1130,1150,1120,1190,1220,1160,1220,1220,1180,1140,1200,1170,1190,1150,1190,1170,1180,1160,1190,1190,747,901,655,691,648,757,677,832,668,711,751,670,682,626,513,777,659,752,669,699,750,903,0,661,724,738,737,612,841,664,655,599,379,835,671,674,412,361,856,709,794,638,674,653,663,829,689,835,700,657,347,801,768,782,766,777,792,776,850,834,800,819,786,888,853,792,909,831,835,847,890,914,890,836,933,879,886,922,862,842,888,1220,1210,1180,1200,1210,1210,1200,1220,1210,1170,1190,1220,1210,1220,1190,1210,1200
1190,1210,1130,1040,912,898,1240,1140,1150,1110,1140,1110,1120,1180,1140,1160,1130,1110,1180,1170,1130,1150,1130,1120,1150,1100,1120,1130,1150,1170,1190,1200,1180,1200,1120,1120,1110,1120,1140,1110,1230,1200,1220,1210,1220,1200,1220,1230,1160,1150,1130,1230,1140,1230,1250,1250,1200,1190,1190,1180,1190,1140,1180,1210,1200,1190,1200,1190,830,912,238,255,245,810,233,862,204,275,750,258,699,659,632,822,289,809,672,756,826,929,661,0,744,371,782,619,840,720,734,756,645,821,269,252,653,635,868,278,831,256,247,688,262,847,757,843,274,235,633,861,887,861,822,886,856,831,889,884,844,864,824,906,909,879,924,887,896,867,932,964,933,896,916,932,929,954,929,929,952,1220,1220,1190,1200,1210,1200,1200,1200,1200,1200,1190,1210,1210,1240,1190,1200,1200
1180,1220,1170,1050,850,870,1200,1150,1120,1160,1140,1180,1180,1160,1210,1140,1130,1150,1150,1190,1120,1190,1170,1180,1100,1120,1080,1150,1180,1210,1180,1220,1190,1170,1150,1170,1090,1140,1150,1170,1230,1220,1200,1210,1220,1190,1190,1240,1170,1160,1140,1180,1170,1190,1210,1200,1170,1170,1170,1170,1170,1140,1190,1170,1170,1180,1180,1160,828,850,749,770,752,834,766,818,766,741,667,765,279,513,629,815,751,824,315,784,798,830,724,744,0,777,641,776,836,487,515,789,695,783,761,762,671,737,810,778,774,765,763,398,779,810,768,769,778,751,678,845,865,864,865,843,873,860,876,898,866,880,846,906,936,934,976,922,924,902,953,1020,969,885,972,899,895,1010,936,933,985,1190,1180,1190,1180,1190,1190,1200,1190,1200,1160,1190,1190,1210,1240,1220,1220,1240
1160,1190,1130,1040,915,911,1230,1130,1150,1150,1150,1110,1110,1180,1140,1150,1130,1120,1160,1200,1120,1140,1130,1140,1140,1110,1110,1110,1100,1120,1190,1200,1190,1170,1080,1140,1070,1080,1170,1110,1200,1170,1220,1170,1210,1160,1190,1220,1150,1150,1130,1230,1160,1180,1250,1250,1160,1180,1150,1170,1160,1150,1140,1180,1170,1170,1170,1180,864,915,364,359,360,856,360,832,357,345,797,363,731,722,693,831,352,831,727,782,833,914,738,371,777,0,789,658,858,743,746,800,689,836,386,362,683,687,871,369,845,372,367,750,379,887,782,858,381,356,679,903,911,910,890,893,892,878,890,887,919,880,880,913,916,885,921,910,902,925,965,968,920,923,929,940,941,966,913,939,967,1220,1230,1180,1200,1190,1190,1190,1200,1210,1200,1200,1200,1220,1230,1170,1200,1210
1140,1160,1140,1000,772,838,1200,1120,1090,1110,1100,1070,1100,1110,1130,1100,1130,1080,1110,1170,1100,1110,1070,1120,1110,1080,1090,1100,1130,1140,1150,1140,1140,1140,1070,1060,1020,1070,1090,1130,1180,1130,1180,1160,1170,1170,1190,1180,1150,1140,1110,1190,1180,1190,1180,1170,1150,1160,1140,1120,1140,1150,1150,1130,1150,1150,1140,1150,768,772,790,808,784,808,809,790,792,789,407,794,646,683,670,836,787,767,656,855,778,763,737,782,641,789,0,803,830,618,633,756,747,765,784,780,700,737,840,823,818,790,805,626,811,851,802,811,815,795,720,807,802,848,821,790,837,792,830,874,793,838,795,842,873,885,920,877,911,846,878,929,865,874,943,890,852,889,919,873,946,1200,1210,1210,1190,1190,1200,1200,1190,1210,1180,1200,1200,1210,1240,1200,1200,1220
1170,1210,1140,1050,881,837,1200,1170,1150,1190,1190,1110,1160,1150,1150,1150,1140,1110,1170,1230,1150,1160,1140,1110,1140,1090,1140,1170,1180,1190,1200,1220,1200,1220,1100,1110,1100,1110,1090,1090,1200,1190,1170,1200,1200,1200,1220,1210,1170,1180,1130,1210,1200,1170,1240,1250,1210,1200,1180,1180,1190,1160,1210,1170,1210,1190,1180,1180,822,881,622,633,632,810,601,831,616,615,775,613,711,740,675,808,668,815,739,750,803,880,612,619,776,658,803,0,842,730,722,685,566,808,604,622,579,563,864,622,797,600,625,747,631,890,742,830,626,627,561,808,802,822,765,785,777,801,832,820,782,777,805,861,869,788,907,829,870,829,894,912,886,872,901,909,888,920,908,901,933,1180,1190,1170,1170,1180,1170,1170,1200,1170,1170,1170,1180,1190,1210,1180,1190,1190
1170,1200,1120,1040,951,928,1220,1100,1120,1180,1120,1110,1070,1130,1170,1080,1140,1090,1110,1190,1120,1110,1100,1110,1110,1080,1100,1140,1150,1160,1170,1180,1170,1170,1090,1120,1000,1080,1140,1160,1240,1180,1220,1220,1180,1190,1200,1200,1160,1140,1120,1220,1140,1190,1230,1220,1190,1150,1170,1170,1200,1160,1170,1160,1190,1160,1180,1170,475,951,861,863,853,555,865,521,836,851,780,876,837,809,838,628,866,467,831,860,549,951,841,840,836,858,830,842,0,839,848,890,812,514,877,862,815,855,620,874,875,833,871,817,848,900,856,512,864,863,802,893,866,859,870,883,905,839,900,881,877,917,910,940,953,936,983,948,893,920,993,1010,978,958,957,896,947,984,916,963,951,1220,1210,1210,1190,1200,1190,1190,1210,1200,1180,1190,1200,1200,1230,1210,1210,1260
